# Created by Octave 3.6.4, Mon Nov 18 01:13:55 2013 CET <paul@localhost.localdomain>
# name: data
# type: matrix
# rows: 265
# columns: 2
 0.2454059482122315 0.8546828039265797
 0.2166342805245557 0.8176233596176703
 0.1950559858577332 0.7786134182398707
 0.1871548952608655 0.7584452751303631
 0.1814533576313119 0.7375503220527133
 0.1735259369071757 0.6943260102767583
 0.1686546051429278 0.6488267347231214
 0.1666011564405107 0.6009327604561351
 0.1674044778505218 0.5505180507014127
 0.1714225228698233 0.497449935170126
 0.1794697646010329 0.4415887609266663
 0.1871548952608655 0.4078147902141254
 0.1947769309721682 0.3827875248809193
 0.2229330045559287 0.3208914869380276
 0.2557377627876153 0.2738043469204081
 0.273804346920445 0.2557377627876153
 0.3208914869380276 0.2229330045559327
 0.3827875248809193 0.1947769309721538
 0.4078147902138026 0.1871548952608655
 0.4415887609266663 0.1794697646009142
 0.497449935170126 0.1714225228697536
 0.5505180507014127 0.1674044778504087
 0.6009327604561351 0.1666011564402777
 0.6488267347231214 0.1686546051426883
 0.6943260102767583 0.1735259369068704
 0.7375503220527133 0.1814533576308643
 0.7584452751322618 0.1871548952608655
 0.7786134182398707 0.1950559858569521
 0.8176233596176703 0.216634280523487
 0.8546828039265797 0.2454059482119043
 0.8649043359760981 0.2557377627876153
 0.8898892760200436 0.290665264472633
 0.9079162855180585 0.3208914869380276
 0.9233354245088345 0.3533084118507082
 0.9363161379678979 0.3827875248809193
 0.9551092655731859 0.4295357882520637
 0.9599778886148352 0.4415887609266663
 0.9829927330095273 0.497449935170126
 0.9852944145843195 0.5027778864617821
 0.0002338669017493469 54
 0.7408964819501048 0.9852944145843195
 0.7375503220527133 0.9819114255658848
 0.7008856039703457 0.9551092655731859
 0.6943260102767583 0.9524619804328984
 0.6488267347231214 0.9361835701397547
 0.6024548274683188 0.9233354245088345
 0.6009327604561351 0.9229938301866227
 0.5505180507014127 0.9100023353221878
 0.497449935170126 0.8959874566337003
 0.4778903642385904 0.8898892760200436
 0.4415887609266663 0.8786072003260247
 0.3827875248809193 0.8555164732832764
 0.3812027497851178 0.8546828039265797
 0.3208914869380276 0.818205238452586
 0.3202155453416291 0.8176233596176703
 0.2839611379922128 0.7786134182398707
 0.256137715108157 0.7375503220527133
 0.2557377627876153 0.7367237723408769
 0.2417629114921525 0.6943260102767583
 0.2325586190020313 0.6488267347231214
 0.2280470140274612 0.6009327604561351
 0.2282286319546291 0.5505180507014127
 0.2335609548709288 0.497449935170126
 0.2451735943049013 0.4415887609266663
 0.2557377627876153 0.4102485861089056
 0.2683524817772632 0.3827875248809193
 0.3112780310506237 0.3208914869380276
 0.3208914869380276 0.3112780310506413
 0.3827875248809193 0.2683524817775134
 0.4102485861095794 0.2557377627876153
 0.4415887609266663 0.2451735943050866
 0.497449935170126 0.2335609548708469
 0.5505180507014127 0.2282286319543501
 0.6009327604561351 0.2280470140270774
 0.6488267347231214 0.2325586190018582
 0.6943260102767583 0.241762911491848
 0.7367237723422222 0.2557377627876153
 0.7375503220527133 0.2561377151074994
 0.7786134182398707 0.2839611379912484
 0.8176233596176703 0.3202155453407579
 0.818205238453334 0.3208914869380276
 0.8546828039265797 0.3812027497862829
 0.855516473282612 0.3827875248809193
 0.8786072003231995 0.4415887609266663
 0.8898892760200436 0.4778903642524542
 0.8959874566287808 0.497449935170126
 0.9100023353159252 0.5505180507014127
 0.9229938301812952 0.6009327604561351
 0.9233354245088345 0.6024548274917667
 0.9361835701356834 0.6488267347231214
 0.9524619804306914 0.6943260102767583
 0.9551092655731859 0.7008856039739305
 0.9819114255679769 0.7375503220527133
 0.9852944145843195 0.7408964819484716
 0.0002792424146137064 41
 0.4806712760198117 0.3208914869380276
 0.497449935170126 0.3161012435265094
 0.5505180507014127 0.3098502922040365
 0.6009327604561351 0.3117886794926053
 0.6467326508589394 0.3208914869380276
 0.6488267347231214 0.3215303557426561
 0.6943260102767583 0.3468887885842797
 0.7366592762160566 0.3827875248809193
 0.7375503220527133 0.3840731264250189
 0.7691430050948791 0.4415887609266663
 0.7786134182398707 0.4743268015416967
 0.784590086911221 0.497449935170126
 0.7891511250372667 0.5505180507014127
 0.7854678290004831 0.6009327604561351
 0.7786134182398707 0.6296540249401151
 0.7729417851509146 0.6488267347231214
 0.7496127224659633 0.6943260102767583
 0.7375503220527133 0.710287405400156
 0.7102874054028049 0.7375503220527133
 0.6943260102767583 0.7496127224691371
 0.6488267347231214 0.7729417851552512
 0.6296540249559998 0.7786134182398707
 0.6009327604561351 0.785467829005465
 0.5505180507014127 0.7891511250439046
 0.497449935170126 0.7845900869169399
 0.4743268015250833 0.7786134182398707
 0.4415887609266663 0.7691430050974131
 0.3840731264274196 0.7375503220527133
 0.3827875248809193 0.7366592762142796
 0.3468887885866616 0.6943260102767583
 0.3215303557439031 0.6488267347231214
 0.3208914869380276 0.6467326508549522
 0.3117886794930829 0.6009327604561351
 0.309850292204392 0.5505180507014127
 0.3161012435267221 0.497449935170126
 0.3208914869380276 0.4806712760202368
 0.3365261484925899 0.4415887609266663
 0.3758523938651376 0.3827875248809193
 0.3827875248809193 0.3758523938651551
 0.4415887609266663 0.3365261484927838
 0.4806712760198117 0.3208914869380276


