# Created by Octave 3.6.4, Fri Nov 08 11:30:04 2013 CET <paul@localhost.localdomain>
# name: data
# type: matrix
# rows: 160
# columns: 2
 0.4210526315789473 0.762365783658378
 0.4292074749972303 0.7368421052631579
 0.4506998322271712 0.6842105263157894
 0.4736842105263158 0.6397180758591142
 0.4784509649294711 0.631578947368421
 0.5158612250573659 0.5789473684210527
 0.5263157894736842 0.5666787186643184
 0.5666787186643184 0.5263157894736842
 0.5789473684210527 0.5158612250573659
 0.631578947368421 0.4784509649294711
 0.6397180758591142 0.4736842105263158
 0.6842105263157894 0.4506998322271712
 0.7368421052631579 0.4292074749972303
 0.762365783658378 0.4210526315789473
 0.7894736842105263 0.4131898228210267
 0.8421052631578947 0.4016894686344433
 0.8947368421052631 0.3937583338073217
 0.9473684210526315 0.3891082760818206
 1 0.3875759078725895
 0.7142857142857142 20
 0.5070091336476983 1
 0.5092137439248328 0.9473684210526315
 0.5159037581062501 0.8947368421052631
 0.5263157894736842 0.8466383126069041
 0.5274081811318183 0.8421052631578947
 0.5455103773642498 0.7894736842105263
 0.5699223818459227 0.7368421052631579
 0.5789473684210527 0.7214302507024303
 0.6041897320875946 0.6842105263157894
 0.631578947368421 0.6515478517186939
 0.6515478517186939 0.631578947368421
 0.6842105263157894 0.6041897320875946
 0.7214302507024303 0.5789473684210527
 0.7368421052631579 0.5699223818459227
 0.7894736842105263 0.5455103773642498
 0.8421052631578947 0.5274081811318183
 0.8466383126069041 0.5263157894736842
 0.8947368421052631 0.5159037581062501
 0.9473684210526315 0.5092137439248328
 1 0.5070091336476983
 0.8571428571428571 14
 0.6564301913499276 1
 0.6600846716976727 0.9473684210526315
 0.6711743983517199 0.8947368421052631
 0.6842105263157894 0.8582677982097545
 0.6910619384895406 0.8421052631578947
 0.7230278578770306 0.7894736842105263
 0.7368421052631579 0.7722355012317771
 0.7722355012317771 0.7368421052631579
 0.7894736842105263 0.7230278578770306
 0.8421052631578947 0.6910619384895406
 0.8582677982097545 0.6842105263157894
 0.8947368421052631 0.6711743983517199
 0.9473684210526315 0.6600846716976727
 1 0.6564301913499276


